name,constellation,RA_hour,RA_min,RA_sec,dec_deg,dec_min,dec_sec,magnitude,LY_distance
V827 Cen,Centaurus,13,44,16.03,+51,00,44.7,6.44,367
313 G. Cen,Centaurus,14,08,14.27,+63,12,28.9,6.39,384
112 G. Cen,Centaurus,12,23,36.76,+39,18,08.5,6.39,389
382 G. Cen,Centaurus,14,56,35.78,+39,24,57.5,6.36,393
223 G. Cen,Centaurus,13,27,14.67,+40,09,45.7,6.40,452
348 G. Cen,Centaurus,14,26,49.89,+39,52,26.2,6.36,458
238 G. Cen,Centaurus,13,38,07.63,+58,24,52.5,6.41,472
84 G. Cen,Centaurus,11,59,10.71,+45,49,55.9,6.36,487
5 G. Cen,Centaurus,11,07,34.15,+48,38,24.1,6.44,553
354 G. Cen,Centaurus,14,35,17.08,+60,00,56.1,6.39,609
254 G. Cen,Centaurus,13,42,54.64,+50,47,24.7,6.43,948
138 G. Cen,Centaurus,12,43,58.66,+36,20,56.9,6.38,973
329 G. Cen,Centaurus,14,15,21.33,+53,30,35.7,6.40,979
350 G. Cen,Centaurus,14,30,56.63,+40,50,42.4,6.39,1048
V883 Cen,Centaurus,14,08,56.27,+59,16,36.0,6.34,1069
369 G. Cen,Centaurus,14,41,51.25,+30,55,59.2,6.38,1079
V1154 Cen,Centaurus,13,05,30.83,+52,06,56.5,6.43,1101
210 G. Cen,Centaurus,13,23,02.61,+48,33,46.0,6.37,1791
V766 Cen,Centaurus,13,47,10.87,+62,35,22.9,6.40,11643
349 G. Cen,Centaurus,14,28,43.50,+59,11,51.1,6.46,0
V871 Cen,Centaurus,11,38,20.37,+63,22,21.9,6.46,0
HD 116434,Centaurus,13,24,36.0,+51,30,16,7.01,36
HD 113538,Centaurus,13,04,57,+52,26,35,9.02,52
HD 125595,Centaurus,14,21,23,+40,23,39,9.03,89
HD 114386,Centaurus,13,10,39.82,+35,03,17.2,8.73,91
HD 101930,Centaurus,11,43,30.11,+58,00,24.8,8.21,99
HD 117207,Centaurus,13,29,21.11,+35,34,15.6,7.26,108
HD 114729,Centaurus,13,12,44.26,+31,52,24.1,6.69,114
HD 117618,Centaurus,13,32,25.0,+47,16,16,7.18,124
316 G. Cen,Centaurus,14,07,41.56,+49,52,04.3,6.45,132
HD 102117,Centaurus,11,44,50.46,+58,42,13.4,7.47,137
HD 121504,Centaurus,13,57,17.24,+56,02,24.5,7.54,145
77 G. Cen,Centaurus,11,54,26.06,+37,44,56.7,6.46,152
89 G. Cen [1],Centaurus,12,03,36.62,+39,00,32.3,6.51,152
HD 103197,Centaurus,11,52,52.98,+50,17,34.2,9.41,161
HD 109749,Centaurus,12,37,16.38,+40,48,43.6,8.10,192
HD 108236,Centaurus,12,26,17.8,+51,21,47,9.2,211
299 G. Cen,Centaurus,14,00,17.47,+61,28,51.4,6.49,213
155 G. Cen,Centaurus,12,56,58.26,+54,35,14.3,6.48,329
90 G. Cen,Centaurus,12,04,16.74,+51,28,21.0,6.48,388
22 G. Cen,Centaurus,11,17,14.37,+41,56,03.5,6.46,401
HD 115470,Centaurus,13,18,05.0,+44,03,19,6.80,408
Przybylski's Star,Centaurus,11,37,37.0406,+46,42,34.882,8.02,410
HD 117253,Centaurus,13,30,25.0,+58,39,52,6.75,444
237 G. Cen,Centaurus,13,36,50.58,+34,28,03.9,6.48,519
386 G. Cen,Centaurus,14,59,13.94,+37,52,52.3,6.45,626
233 G. Cen,Centaurus,13,34,43.61,+33,18,39.0,6.46,903
T Cen,Centaurus,13,41,45.58,+33,35,50.6,6.58,2063
V808 Cen,Centaurus,11,29,15.14,+63,33,14.2,6.45,4939
PSR B1259-63,Centaurus,13,02,47.66,+63,50,08.07,10.08,0
WASP-172,Centaurus,13,17,44.0,+47,14,15,11.0,0
Proxima Centauri,Centaurus,14,29,42.95,+62,40,46.1,11.05,4.22
HD 120411,Centaurus,13,50,06.0,+40,50,09,9.9,415
WASP-130,Centaurus,13,32,25.0,+42,28,31,11.1,587
WASP-41,Centaurus,12,42,28.5,+30,38,24,11.6,587
WASP-108,Centaurus,13,03,19.0,+49,38,23,11.2,718
WASP-87 A,Centaurus,12,21,18.0,+52,50,27,10.7,783
WASP-131,Centaurus,14,00,46.0,+30,35,01,10.1,815
WASP-15,Centaurus,13,55,43.0,+32,09,35,10.9,1005
WASP-167,Centaurus,13,04,10.5,+35,32,58,10.5,1243
HD 124448,Centaurus,14,14,58.6,+46,17,19.3,9.99,1531
Gamma Cep,Cepheus,23,39,20.98,+77,37,55.1,3.21,45
Eta Cep,Cepheus,20,45,17.27,+61,50,12.5,3.41,47
Alpha Cep,Cepheus,21,18,34.58,+62,35,07.6,2.45,49
Epsilon Cep,Cepheus,22,15,01.68,+57,02,36.5,4.18,84
HR 7955,Cepheus,20,45,21.20,+57,34,49.1,4.52,88
Xi Cep A,Cepheus,22,03,47.45,+64,37,40.7,4.45,96
Iota Cep,Cepheus,22,49,40.91,+66,12,02.6,3.50,115
16 Cep,Cepheus,21,59,15.10,+73,10,49.0,5.04,122
Theta Cep,Cepheus,20,29,34.83,+62,59,38.9,4.21,136
11 Cep,Cepheus,21,41,55.08,+71,18,40.3,4.55,176
31 Cep,Cepheus,22,35,45.78,+73,38,35.3,5.08,184
Omicron Cep,Cepheus,23,18,37.41,+68,06,41.1,4.75,211
Pi Cep,Cepheus,23,07,53.84,+75,23,15.3,4.41,220
HD 223274,Cepheus,23,47,54.75,+67,48,24.5,5.05,297
2 UMi,Cepheus,01,08,44.16,+86,15,25.6,4.24,313
HD 216446,Cepheus,22,47,28.95,+83,09,13.4,4.77,324
Kappa Cep,Cepheus,20,08,53.32,+77,42,40.9,4.38,327
HD 25007,Cepheus,04,10,02.79,+80,41,55.2,5.10,345
HD 30338,Cepheus,05,00,20.72,+81,11,38.5,5.09,345
24 Cep,Cepheus,22,09,48.37,+72,20,28.3,4.79,377
HD 217382,Cepheus,22,54,24.38,+84,20,46.0,4.70,390
OV Cep,Cepheus,07,40,31.09,+87,01,12.6,5.05,499
Beta Cep,Cepheus,21,28,39.58,+70,33,38.5,3.23,595
Zeta Cep,Cepheus,22,10,51.26,+58,12,04.5,3.39,726
Delta Cep A,Cepheus,22,29,10.25,+58,24,54.7,4.07,887
Lambda Cep,Cepheus,22,11,30.58,+59,24,52.3,5.05,1646
9 Cep,Cepheus,21,37,55.23,+62,04,55.0,4.76,4528
Nu Cep,Cepheus,21,45,26.93,+61,07,14.9,4.25,5094
Mu Cep,Cepheus,21,43,30.45,+58,46,48.2,4.23,5258
19 Cep,Cepheus,22,05,08.79,+62,16,47.4,5.07,5433
HD 210884,Cepheus,22,10,38.90,+70,07,57.1,5.52,107
HD 210855,Cepheus,22,11,48.52,+56,50,20.6,5.24,121
4 Cep,Cepheus,20,43,10.98,+66,39,26.5,5.59,139
Rho2 Cep,Cepheus,22,29,52.97,+78,49,27.6,5.45,237
HD 4853,Cepheus,00,54,52.76,+83,42,26.9,5.59,245
78 Dra,Cepheus,21,43,04.13,+72,19,12.7,5.18,247
HD 212710,Cepheus,22,13,10.17,+86,06,28.3,5.27,256
HD 19978,Cepheus,03,20,19.58,+77,44,05.6,5.44,264
HD 6798,Cepheus,01,12,16.51,+79,40,26.3,5.60,272
HD 26659,Cepheus,04,30,00.60,+83,20,24.5,5.47,304
HD 221525,Cepheus,23,26,59.92,+87,18,26.8,5.56,307
20 Cep,Cepheus,22,05,00.48,+62,47,07.9,5.27,318
30 Cep,Cepheus,22,38,39.05,+63,35,04.3,5.19,320
V388 Cep,Cepheus,23,15,37.71,+70,53,17.1,5.56,356
HD 210939,Cepheus,22,12,02.01,+60,45,32.7,5.37,373
HD 218029,Cepheus,23,03,32.85,+67,12,33.1,5.25,384
18 Cep,Cepheus,22,03,52.93,+63,07,11.2,5.26,448
12 Cep,Cepheus,21,47,25.31,+60,41,33.7,5.53,467
HD 213022,Cepheus,22,26,00.78,+70,46,15.2,5.47,520
HD 200205,Cepheus,20,59,25.33,+59,26,18.8,5.54,586
V408 Cep,Cepheus,04,28,13.30,+83,48,27.9,5.51,685
HD 18438,Cepheus,03,06,07.95,+79,25,06.6,5.49,695
7 Cep,Cepheus,21,27,46.16,+66,48,32.9,5.42,771
HD 26836,Cepheus,04,27,02.89,+80,49,27.2,5.42,937
6 Cep,Cepheus,21,19,22.21,+64,52,18.6,5.19,1079
HD 205139,Cepheus,21,30,59.29,+60,27,34.0,5.53,2397
26 Cep,Cepheus,22,27,05.31,+65,07,56.2,5.52,2527
V381 Cep,Cepheus,21,19,15.69,+58,37,24.6,5.51,3663
14 Cep,Cepheus,22,02,04.58,+58,00,01.3,5.55,4657
VV Cep,Cepheus,21,56,39.14,+63,37,32.0,5.11,8359
HD 22701,Cepheus,04,10,00.22,+86,37,34.9,5.84,133
HD 201636,Cepheus,21,06,23.39,+71,25,55.5,5.88,160
HD 18778,Cepheus,03,11,42.85,+81,28,14.6,5.92,202
Rho1 Cep,Cepheus,22,26,42.45,+78,47,09.4,5.83,204
HD 220974,Cepheus,23,27,16.42,+70,21,35.3,5.60,206
HD 216380,Cepheus,22,51,22.51,+61,41,47.9,5.61,227
HD 222386,Cepheus,23,39,10.16,+75,17,34.3,5.95,263
HD 225216,Cepheus,00,04,41.84,+67,09,59.0,5.68,317
HD 20084,Cepheus,03,32,19.72,+84,54,40.9,5.62,355
77 Dra,Cepheus,21,05,29.21,+78,07,34.8,5.91,412
HD 219485,Cepheus,23,14,37.02,+74,13,52.5,5.89,455
HD 217157,Cepheus,22,51,02.94,+85,22,24.5,5.89,457
HR 774,Cepheus,02,47,47.63,+81,26,55.2,5.80,498
HD 192781,Cepheus,20,13,27.57,+60,38,25.6,5.81,594
HD 214710,Cepheus,22,37,12.86,+75,22,18.5,5.80,623
HD 208095,Cepheus,21,52,01.02,+55,47,48.3,5.70,643
25 Cep,Cepheus,22,18,12.59,+62,48,15.7,5.75,689
HD 211554,Cepheus,22,16,26.51,+57,13,12.8,5.88,728
HD 200614,Cepheus,21,02,09.00,+56,40,10.6,5.83,729
HD 214035,Cepheus,22,32,16.27,+76,13,35.3,5.70,736
HD 203399,Cepheus,21,15,42.39,+77,00,44.1,5.92,836
HD 211029,Cepheus,22,12,22.45,+63,17,27.9,5.76,865
V414 Cep,Cepheus,20,44,22.04,+56,29,18.3,5.91,964
HD 206267,Cepheus,21,38,57.62,+57,29,20.6,5.74,1173
HD 208682,Cepheus,21,55,30.99,+65,19,14.9,5.84,1203
HD 223128,Cepheus,23,46,36.73,+66,46,56.1,5.95,1734
HD 207198,Cepheus,21,44,53.28,+62,27,38.1,5.94,2012
13 Cep,Cepheus,21,54,53.16,+56,36,40.4,5.74,2527
HD 221861,Cepheus,23,34,59.03,+71,38,31.4,5.86,2860
HD 202214,Cepheus,21,11,48.24,+59,59,11.8,5.64,9056
HD 197373,Cepheus,20,40,17.88,+60,30,17.3,6.02,108
HD 216172,Cepheus,22,49,00.68,+68,34,12.2,6.19,204
HD 12467,Cepheus,02,09,25.44,+81,17,45.3,6.05,223
HD 213973,Cepheus,22,33,02.70,+69,54,48.1,6.01,249
HD 6319,Cepheus,01,16,12.60,+87,08,44.0,6.20,326
HD 205072,Cepheus,21,24,49.40,+80,31,29.5,5.97,355
HD 431,Cepheus,00,09,19.83,+79,42,52.7,6.01,381
HD 222387,Cepheus,23,39,21.17,+74,00,09.4,5.98,419
HD 203574,Cepheus,21,20,33.50,+60,45,23.2,6.11,429
HD 200039,Cepheus,20,54,44.28,+75,55,31.7,5.99,434
HD 203501,Cepheus,21,13,21.60,+81,13,51.5,6.12,512
HD 216102,Cepheus,22,48,44.24,+62,56,18.7,6.07,639
HD 212495,Cepheus,22,23,00.50,+62,25,09.6,6.04,712
HD 197734,Cepheus,20,42,39.69,+60,36,04.9,6.17,724
HD 199661,Cepheus,20,56,17.01,+56,53,15.0,6.23,795
HD 212454,Cepheus,22,23,00.17,+57,17,04.6,6.18,851
HD 207780,Cepheus,21,49,19.01,+61,16,22.1,6.18,872
HD 211300,Cepheus,22,12,52.72,+73,18,25.7,6.11,881
HD 204754,Cepheus,21,28,52.72,+55,25,07.2,6.14,929
HD 211242,Cepheus,22,13,49.71,+63,09,44.5,6.13,967
V426 Cep,Cepheus,21,27,25.30,+59,45,00.4,6.11,982
HD 218560,Cepheus,23,07,57.20,+64,13,21.2,6.21,1065
HD 12005,Cepheus,02,02,57.04,+77,54,58.6,6.04,1076
HD 209112,Cepheus,21,58,53.51,+62,41,52.6,5.96,1283
HD 216595,Cepheus,22,53,03.77,+60,06,03.7,6.01,1299
HD 36905,Cepheus,06,01,20.17,+85,10,55.6,6.17,1336
HD 202987,Cepheus,21,17,14.23,+55,47,52.7,6.00,1475
HD 206842,Cepheus,21,42,45.37,+59,16,15.0,6.10,2433
HD 208606,Cepheus,21,55,20.60,+61,32,30.5,6.17,9056
HD 8065,Cepheus,01,23,46.82,+78,43,33.8,6.07,32600
HR 9038,Cepheus,23,52,24.52,+75,32,40.2,6.36,35
Xi Cep B,Cepheus,22,03,46.22,+64,37,41.5,6.34,96
HD 3440,Cepheus,00,39,47.75,+82,29,36.9,6.38,105
HD 202582,Cepheus,21,13,42.46,+64,24,15.1,6.38,135
HD 7238,Cepheus,01,16,31.04,+79,54,35.5,6.27,236
HD 208132,Cepheus,21,51,37.25,+65,45,09.9,6.37,260
HD 210905,Cepheus,22,11,56.74,+59,05,03.8,6.29,345
HD 213232,Cepheus,22,28,19.48,+64,05,06.8,6.30,377
HD 214019,Cepheus,22,33,16.76,+70,22,25.3,6.26,400
HD 12918,Cepheus,02,16,45.27,+83,33,41.5,6.45,428
HD 6473,Cepheus,01,09,12.29,+80,00,42.0,6.24,468
HD 207636,Cepheus,21,47,00.87,+70,09,03.4,6.45,492
80 Dra,Cepheus,22,10,15.32,+72,06,40.7,6.36,511
HD 210220,Cepheus,22,07,09.65,+58,50,26.8,6.34,560
V444 Cep,Cepheus,22,06,13.55,+56,20,36.2,6.38,576
HD 1141,Cepheus,00,16,13.88,+76,57,02.7,6.35,617
HD 219841,Cepheus,23,17,18.86,+75,17,56.5,6.35,628
V438 Cep,Cepheus,21,54,26.54,+80,18,30.9,6.43,825
Delta Cep C,Cepheus,22,29,09.23,+58,24,14.7,6.30,887
HD 25904,Cepheus,04,17,51.85,+80,32,08.7,6.39,945
HD 215907,Cepheus,22,47,23.23,+58,28,58.8,6.33,956
V398 Cep,Cepheus,00,03,51.63,+66,42,43.9,6.31,985
HD 209258,Cepheus,21,57,51.07,+74,59,48.3,6.32,1113
HD 218537,Cepheus,23,07,47.74,+63,38,00.5,6.25,1221
V422 Cep,Cepheus,21,18,32.43,+61,11,03.8,6.43,1606
HD 208947,Cepheus,21,57,11.09,+66,09,22.2,6.41,1614
V421 Cep,Cepheus,21,17,18.79,+58,36,41.4,6.42,2527
HD 198781,Cepheus,20,49,17.39,+64,02,32.2,6.45,2567
RW Cep,Cepheus,22,23,07.02,+55,57,47.6,6.44,2739
V379 Cep,Cepheus,20,43,13.69,+57,06,50.4,6.32,6269
HD 207538,Cepheus,21,47,39.79,+59,12,01.3,7.30,0
NY Cep,Cepheus,22,58,39.80,+63,04,37.7,7.44,2804.42
W Cep,Cepheus,22,36,27.56,+58,25,33.9,7.59,118537.72
V368 Cep,Cepheus,23,19,26.63,+79,00,12.7,7.54,63
HD 204521,Cepheus,21,25,16.80,+70,28,39.1,7.29,86
VW Cep,Cepheus,20,37,21.54,+75,36,01.5,7.38,90
HD 215588,Cepheus,22,45,03.70,+58,08,50.6,6.45,117
HD 224890,Cepheus,00,01,39.30,+73,36,42.8,6.50,214
79 Dra,Cepheus,21,52,46.94,+73,42,08.2,6.65,276
V Cep,Cepheus,23,56,27.56,+83,11,28.0,6.57,301
HD 207826,Cepheus,21,49,08.12,+66,47,31.9,6.49,314
HD 32196,Cepheus,05,31,48.00,+85,56,19.4,6.50,324
HD 12927,Cepheus,02,12,49.98,+79,41,29.3,6.46,410
HD 198236,Cepheus,20,44,33.08,+69,45,06.8,6.50,431
HD 12648,Cepheus,02,19,00.0,+85,44,10,6.98,517
HD 202432,Cepheus,21,11,40.4,+70,26,28,7.00,525
DQ Cep,Cepheus,20,57,48.61,+55,29,15.6,7.26,579
HD 212136,Cepheus,22,20,38.77,+58,24,35.5,6.46,597
T Cep,Cepheus,21,09,32.00,+68,29,25.0,7.33,612
V431 Cep,Cepheus,21,35,25.91,+68,13,09.3,6.47,617
U Cep,Cepheus,01,02,18.34,+81,52,32.1,6.90,674
SS Cep,Cepheus,03,49,30.01,+80,19,20.9,7.16,847
HD 217348,Cepheus,22,59,09.00,+59,48,52.8,6.46,1156
HD 1,Cepheus,00,05,08.84,+67,50,23.97,7.42,1190
S Cep,Cepheus,21,25,12.83,+78,37,28.2,7.40,1330
15 Cep,Cepheus,22,03,53.86,+59,48,52.5,6.69,1370
EM Cep,Cepheus,21,53,48.10,+62,36,51.9,7.03,1610
V380 Cep,Cepheus,21,01,36.92,+68,09,47.8,7.36,1720
AH Cep,Cepheus,22,47,52.94,+65,03,43.8,6.88,3330
V419 Cep,Cepheus,21,12,47.25,+60,05,52.8,6.62,5200
4U 2206+54,Cepheus,23,07,56.24,+54,31,06.4,9.90,0
BH Cep,Cepheus,22,01,42.87,+69,44,36.5,11.01,1068.45
CQ Cep,Cepheus,22,36,53.95,+56,54,21.0,8.80,9364.10
EE Cep,Cepheus,23,09,22.76,+55,45,24.2,10.9,1780.17
EG Cep,Cepheus,20,15,56.83,+76,48,35.7,9.49,842.47
GW Cep,Cepheus,01,45,58.58,+80,04,55.3,11.21,720.67
HD 204827,Cepheus,21,28,57.76,+58,44,23.2,7.94,3029.65
HD 219460,Cepheus,23,15,12.39,+60,27,01.8,9.89,9657.97
PQ Cep,Cepheus,21,44,28.78,+73,38,04.9,9.82,2120.46
RZ Cep,Cepheus,22,39,13.18,+64,51,30.6,9.19,0
SV Cep,Cepheus,22,21,33.20,+73,40,27.1,10.35,1114.79
DO Cep,Cepheus,22,27,59.57,+57,41,45.3,10.30,13.1
Kruger 60 A,Cepheus,22,27,59.47,+57,41,45.2,9.59,13.1
HIP 109384,Cepheus,22,08,32.0,+71,18,52,9.63,183
HD 211810,Cepheus,22,18,07.0,+61,08,04,8.59,199
ZZ Cep,Cepheus,22,45,02.61,+68,07,58.4,8.60,430
EK Cep,Cepheus,21,41,21.50,+69,41,34.1,7.89,528
EI Cep,Cepheus,21,28,28.21,+76,24,12.6,7.61,657
AK Cep,Cepheus,22,28,50.09,+58,12,39.4,10.86,713
XX Cep,Cepheus,23,38,20.29,+64,20,02.7,9.18,799
CP Cep,Cepheus,21,57,52.69,+56,09,50.1,10.58,1360
HD 211853,Cepheus,22,18,45.61,+56,07,33.9,9.00,1450
WX Cep,Cepheus,22,31,15.79,+63,31,23.6,9.00,1520
XZ Cep,Cepheus,22,32,25.08,+67,09,02.5,8.51,1730
CR Cep,Cepheus,22,46,24.77,+59,26,31.9,9.64,1760
CW Cep,Cepheus,23,04,02.22,+63,23,48.8,7.67,2080
IR Cep,Cepheus,21,57,51.93,+61,01,07.9,7.86,2200
IL Cep,Cepheus,22,53,15.60,+62,08,45.0,9.31,2790
DH Cep,Cepheus,22,46,54.11,+58,05,03.5,8.61,5000
V354 Cephei,Cepheus,22,33,35,+58,53,45,10.90,9000
BO Cep,Cepheus,22,16,54.06,+70,03,45.0,11.55,1219.25
Cepheus A HW 2,Cepheus,22,56,17.9,+62,01,49,,0
Cepheus X-4,Cepheus,21,39,30.68,+56,59,10.5,,31112.02
IRAS 21391+5802,Cepheus,21,40,42.36,+58,16,09.7,,0
IV Cep,Cepheus,22,04,36.92,+53,30,23.7,,28844.68
NGC 7538 IRS 1,Cepheus,23,13,45.32,+61,28,11.7,,7546.79
NGC 7538 IRS 9,Cepheus,23,14,01.63,+61,27,20.2,,0
OH 104.9+2.4,Cepheus,22,19,27.48,+59,51,21.7,,0
PSR B2224+65,Cepheus,22,25,52.36,+65,35,33.8,,0
PSR J2229+6114,Cepheus,22,29,04.97,+61,14,12.9,,0
S140 IRS 1,Cepheus,22,19,18.28,+63,18,45.8,,0
WR 152,Cepheus,22,16,24.04,+55,37,36.7,11.61,15185.51
WZ Cep,Cepheus,23,22,24.22,+72,54,56.7,11.23,975.97
DI Cep,Cepheus,22,56,11.53,+58,40,01.8,11.95,797
Beta Col,Columba,05,50,57.55,+35,46,09.5,3.12,86
Omicron Col,Columba,05,17,29.02,+34,53,39.8,4.81,110
Nu2 Col,Columba,05,37,44.64,+28,41,23.3,5.28,138
HD 36848,Columba,05,32,51.38,+38,30,48.0,5.45,172
Kappa Col,Columba,06,16,33.14,+35,08,26.6,4.37,183
Delta Col,Columba,06,22,06.85,+33,26,10.6,3.85,237
Pi2 Col,Columba,06,07,52.87,+42,09,14.4,5.50,261
Alpha Col,Columba,05,39,38.94,+34,04,26.6,2.65,268
HD 46568,Columba,06,32,21.33,+37,41,47.4,5.25,273
Epsilon Col,Columba,05,31,12.74,+35,28,13.6,3.86,277
HD 36187,Columba,05,28,15.33,+37,13,51.4,5.56,294
HD 43899,Columba,06,17,01.23,+37,44,15.5,5.54,302
HD 45145,Columba,06,24,01.02,+36,42,28.4,5.62,308
HD 39720,Columba,05,52,33.16,+37,37,51.6,5.62,321
Xi Col,Columba,05,55,29.89,+37,07,14.2,4.97,328
Lambda Col,Columba,05,53,06.88,+33,48,05.2,4.88,341
WZ Col,Columba,05,42,15.19,+34,40,04.6,5.29,363
HD 37811,Columba,05,39,49.85,+32,37,44.9,5.44,382
HD 46815,Columba,06,33,49.49,+36,13,56.2,5.42,406
HD 40091,Columba,05,54,52.49,+39,57,28.5,5.55,509
Eta Col,Columba,05,59,08.79,+42,48,54.4,3.96,531
HD 41047,Columba,06,01,16.29,+33,54,42.4,5.54,555
HD 47144,Columba,06,35,24.22,+36,46,47.7,5.59,580
Theta Col,Columba,06,07,31.63,+37,15,10.5,5.00,762
AF Col,Columba,06,10,10.42,+40,21,14.3,5.54,853
Gamma Col,Columba,05,57,32.21,+35,16,59.9,4.36,853
HD 41534,Columba,06,04,20.28,+32,10,21.8,5.65,1083
Mu Col,Columba,05,45,59.89,+32,18,23.0,5.18,1294
Sigma Col,Columba,05,56,20.94,+31,22,56.8,5.52,1462
HD 44506,Columba,06,20,36.24,+34,08,39.1,5.55,2012
Nu1 Col,Columba,05,37,16.49,+27,52,16.3,6.15,145
HD 38385,Columba,05,43,30.15,+39,24,24.9,6.25,174
HD 37286,Columba,05,36,10.28,+28,42,28.8,6.26,184
HD 43940,Columba,06,17,09.57,+37,15,12.4,5.88,202
HD 41759,Columba,06,05,27.17,+35,30,49.3,5.80,263
HD 45983,Columba,06,28,42.40,+41,04,29.7,6.32,264
HD 41843,Columba,06,06,05.53,+29,45,30.7,5.79,266
HD 36874,Columba,05,33,07.32,+35,08,21.5,5.75,278
HD 36060,Columba,05,27,05.32,+40,56,37.6,5.86,310
HD 37192,Columba,05,35,15.45,+33,04,48.0,5.76,317
Pi1 Col,Columba,06,06,41.07,+42,17,55.7,6.15,322
HD 43847,Columba,06,16,35.60,+39,15,51.7,6.00,390
HD 44323,Columba,06,19,40.95,+34,23,47.7,5.76,396
HD 47463,Columba,06,37,01.89,+38,08,47.8,6.03,434
HD 34868,Columba,05,19,23.69,+27,22,07.9,5.98,446
HD 34266,Columba,05,14,28.84,+35,58,37.3,5.75,484
HD 37717,Columba,05,38,43.53,+40,42,26.5,5.81,490
HD 45383,Columba,06,25,30.01,+35,03,50.5,6.24,506
HD 38885,Columba,05,47,18.69,+35,40,27.2,6.29,511
HD 45306,Columba,06,24,44.50,+40,17,02.3,6.30,522
SW Col,Columba,05,23,24.00,+39,40,42.4,5.71,561
HD 38138,Columba,05,42,11.58,+30,32,07.7,6.18,566
HD 46365,Columba,06,30,59.90,+40,54,58.6,6.19,581
HD 38804,Columba,05,47,04.58,+28,38,20.2,6.22,604
HD 35046,Columba,05,20,20.71,+34,41,55.9,6.34,698
HD 46349,Columba,06,31,13.10,+35,15,31.9,5.82,811
SX Col,Columba,06,31,34.95,+36,56,24.7,6.28,931
HD 42054,Columba,06,07,03.67,+34,18,43.3,5.82,1052
HD 47500,Columba,06,37,13.84,+36,59,26.5,5.72,1655
AN Col,Columba,05,21,16.86,+34,20,42.2,6.05,1895
L 449-1,Columba,05,17,22.93,+35,21,54.5,11.7,19
HD 43848,Columba,06,16,31.36,+40,31,54.7,8.64,123.4
HD 47230,Columba,06,35,54.07,+36,05,18.4,6.36,131
HD 45680,Columba,06,27,07.59,+37,53,44.2,6.48,162
HD 39891,Columba,05,54,14.04,+29,08,49.6,6.34,183
HD 38056,Columba,05,41,26.92,+33,24,02.6,6.35,432
HD 46727,Columba,06,33,10.24,+38,37,30.5,6.44,470
HD 39901,Columba,05,53,22.85108,+42,53,16.7819,6.56,680
HD 39543,Columba,05,51,59.59,+29,26,57.8,6.47,694
HD 40359,Columba,05,56,49.00,+31,58,34.6,6.44,776
WASP-63,Columba,06,17,21.0,+38,19,24,11.2,1076
HD 47475,Columba,06,36,51.27,+41,33,25.8,6.36,1689
4U 0513-40,Columba,05,14,06.59,+40,02,37.0,,35900
Alpha Com B,Coma Berenices,13,09,59.30,+17,31,46.0,5.22,0
Beta Com,Coma Berenices,13,11,52.92,+27,52,33.7,4.26,30
Alpha Com A,Coma Berenices,13,09,59.55,+17,31,44.8,4.32,47
HD 107325,Coma Berenices,12,20,19.72,+26,37,11.1,5.52,157
Gamma Com,Coma Berenices,12,26,56.33,+28,16,07.0,4.35,170
6 Com,Coma Berenices,12,16,00.23,+14,53,56.9,5.09,198
18 Com,Coma Berenices,12,29,27.05,+24,06,32.1,5.47,216
7 Com,Coma Berenices,12,16,20.56,+23,56,43.5,4.93,248
20 Com,Coma Berenices,12,29,43.22,+20,53,46.3,5.68,254
17 Com,Coma Berenices,12,28,54.72,+25,54,46.4,5.29,270
12 Com A,Coma Berenices,12,22,30.32,+25,50,46.3,4.78,273
14 Com,Coma Berenices,12,26,24.07,+27,16,05.7,4.92,273
16 Com,Coma Berenices,12,26,59.30,+26,49,32.6,4.98,282
13 Com,Coma Berenices,12,24,18.54,+26,05,55.0,5.17,284
26 Com,Coma Berenices,12,39,07.36,+21,03,45.3,5.49,286
36 Com,Coma Berenices,12,58,55.47,+17,24,33.7,4.76,299
41 Com,Coma Berenices,13,07,10.71,+27,37,29.7,4.80,303
HD 106760,Coma Berenices,12,16,30.17,+33,03,42.5,4.99,306
31 Com,Coma Berenices,12,51,41.93,+27,32,26.6,4.93,307
21 Com,Coma Berenices,12,31,00.57,+24,34,01.9,5.44,311
27 Com,Coma Berenices,12,46,38.75,+16,34,39.5,5.12,322
35 Com,Coma Berenices,12,53,17.77,+21,14,42.1,4.89,324
11 Com,Coma Berenices,12,20,43.09,+17,47,33.6,4.72,361
23 Com,Coma Berenices,12,34,51.12,+22,37,45.1,4.80,365
5 Com,Coma Berenices,12,12,09.30,+20,32,31.6,5.60,484
25 Com,Coma Berenices,12,36,58.35,+17,05,22.5,5.70,518
FS Com,Coma Berenices,13,06,22.58,+22,36,58.6,5.53,572
24 Com A,Coma Berenices,12,35,07.76,+18,22,37.2,5.03,614
4 Com,Coma Berenices,12,11,51.20,+25,52,13.3,5.66,774
37 Com,Coma Berenices,13,00,16.49,+30,47,06.1,4.90,898
LW Com,Coma Berenices,12,48,47.26,+24,50,25.7,6.31,56
HD 113022,Coma Berenices,13,00,38.86,+18,22,22.3,6.20,133
9 Com,Coma Berenices,12,19,29.66,+28,09,26.0,6.38,162
39 Com,Coma Berenices,13,06,21.28,+21,09,12.6,6.00,163
HD 106887,Coma Berenices,12,17,30.60,+28,56,13.6,5.71,174
HD 107054,Coma Berenices,12,18,31.57,+30,14,57.6,6.23,181
